指数名称,date,code,open,high,low,close,preclose,volume,amount,pctChg
上证指数,2023-08-08,sh.000001,3260.7218,3274.5186,3246.6745,3260.6196,3268.8311,31652073300,355750325340.5000,-0.251206
上证指数,2023-08-09,sh.000001,3251.1521,3257.0816,3240.2888,3244.4867,3260.6196,27121853800,309778299573.6000,-0.494780
上证指数,2023-08-10,sh.000001,3242.2057,3257.0298,3234.1158,3254.5597,3244.4867,28741214200,307263291733.2000,0.310465
上证指数,2023-08-11,sh.000001,3254.4751,3254.4751,3189.2480,3189.2480,3254.5597,33013775000,339187129840.7000,-2.006775
上证指数,2023-08-14,sh.000001,3159.7138,3180.5067,3141.6551,3178.4272,3189.2480,29984032700,322632054396.5000,-0.339290
上证指数,2023-08-15,sh.000001,3180.5579,3186.2340,3147.3459,3176.1758,3178.4272,27325192200,300827985374.6000,-0.070834
上证指数,2023-08-16,sh.000001,3164.7019,3176.6260,3149.7226,3150.1277,3176.1758,28172829200,303611332638.4000,-0.820109
上证指数,2023-08-17,sh.000001,3137.3514,3167.4457,3123.2495,3163.7393,3150.1277,29469258600,320785474107.6000,0.432097
上证指数,2023-08-18,sh.000001,3165.0998,3179.1159,3131.9530,3131.9530,3163.7393,29439035200,320449006936.7000,-1.004707
上证指数,2023-08-21,sh.000001,3125.9897,3134.9571,3092.9777,3092.9777,3131.9530,26575342300,293721061621.2000,-1.244441
上证指数,2023-08-22,sh.000001,3103.7807,3126.7838,3074.5307,3120.3338,3092.9777,30931633500,348637687606.8000,0.884458
上证指数,2023-08-23,sh.000001,3116.2661,3116.3765,3077.6056,3078.4021,3120.3338,27224412400,297986364377.0000,-1.343821
上证指数,2023-08-24,sh.000001,3085.9107,3106.1824,3072.9511,3082.2439,3078.4021,30002463700,332447831261.6000,0.124799
上证指数,2023-08-25,sh.000001,3068.6150,3085.0470,3053.0373,3064.0747,3082.2439,29334768600,317757173399.7000,-0.589480
上证指数,2023-08-28,sh.000001,3219.0432,3219.0432,3089.1194,3098.6363,3064.0747,48560776400,517234120908.6000,1.127962
上证指数,2023-08-29,sh.000001,3091.9379,3145.7610,3090.4377,3135.8867,3098.6363,39887578000,443979436975.1000,1.202155
上证指数,2023-08-30,sh.000001,3144.4067,3153.6890,3126.9024,3137.1375,3135.8867,34751186700,414729469599.3000,0.039887
上证指数,2023-08-31,sh.000001,3134.5529,3139.9801,3113.9459,3119.8764,3137.1375,31344824200,362507128776.7000,-0.550218
上证指数,2023-09-01,sh.000001,3126.0234,3143.8457,3123.1896,3133.2467,3119.8764,29231099200,334739632924.7000,0.428552
上证指数,2023-09-04,sh.000001,3145.9435,3177.0603,3143.3793,3177.0603,3133.2467,36639114000,404500273017.5000,1.398345
上证指数,2023-09-05,sh.000001,3169.7384,3169.7384,3150.0753,3154.3693,3177.0603,29406184900,342760613428.0000,-0.714214
上证指数,2023-09-06,sh.000001,3147.1363,3162.1547,3136.8998,3158.0769,3154.3693,26700223000,324001129693.0000,0.117539
上证指数,2023-09-07,sh.000001,3152.2028,3152.2662,3120.8229,3122.3523,3158.0769,26926473300,317186963334.0000,-1.131214
上证指数,2023-09-08,sh.000001,3114.2296,3126.0412,3104.6743,3116.7191,3122.3523,22812506400,270006714934.3000,-0.180415
上证指数,2023-09-11,sh.000001,3119.6101,3155.1026,3113.8164,3142.7790,3116.7191,29044291700,351883735976.6000,0.836132
上证指数,2023-09-12,sh.000001,3140.3409,3147.5141,3134.3176,3137.0593,3142.7790,23467205100,281897501760.6000,-0.181995
上证指数,2023-09-13,sh.000001,3137.7718,3143.7577,3106.9693,3123.0669,3137.0593,24970103800,282015557210.7000,-0.446036
上证指数,2023-09-14,sh.000001,3124.8482,3135.0250,3111.8588,3126.5511,3123.0669,26399013800,281641855533.1000,0.111563
上证指数,2023-09-15,sh.000001,3133.5883,3141.9642,3107.4480,3117.7434,3126.5511,29202636500,326091455871.6000,-0.281707
上证指数,2023-09-18,sh.000001,3110.4404,3128.7009,3098.4960,3125.9319,3117.7434,25944425700,299644725427.4000,0.262642
上证指数,2023-09-19,sh.000001,3123.9862,3131.1298,3113.5254,3124.9567,3125.9319,25365276100,274062664356.7000,-0.031197
上证指数,2023-09-20,sh.000001,3118.6671,3122.1277,3108.1578,3108.5679,3124.9567,22812446200,243019998657.0000,-0.524449
上证指数,2023-09-21,sh.000001,3103.1754,3113.4939,3084.7010,3084.7010,3108.5679,22865910000,243536277536.6000,-0.767778
上证指数,2023-09-22,sh.000001,3084.7567,3132.5578,3078.8007,3132.4316,3084.7010,28597835100,321443778943.2000,1.547333
上证指数,2023-09-25,sh.000001,3131.2079,3131.2079,3112.1505,3115.6071,3132.4316,25807188500,294635829637.9000,-0.537107
上证指数,2023-09-26,sh.000001,3114.0214,3120.2889,3102.2726,3102.2726,3115.6071,22264431300,270006131018.9000,-0.427990
上证指数,2023-09-27,sh.000001,3104.0395,3125.4470,3103.8441,3107.3156,3102.2726,24049583000,293421022407.0000,0.162558
上证指数,2023-09-28,sh.000001,3117.7549,3121.8352,3105.9397,3110.4753,3107.3156,23632998100,288396222754.4000,0.101686
上证指数,2023-10-09,sh.000001,3099.9998,3103.3597,3072.6418,3096.9224,3110.4753,26442220500,302662162123.8000,-0.435718
上证指数,2023-10-10,sh.000001,3104.3651,3109.9822,3073.1864,3075.2361,3096.9224,25532737900,293653291716.5000,-0.700253
上证指数,2023-10-11,sh.000001,3085.6989,3095.6594,3071.9360,3078.9556,3075.2361,25991869200,326562386171.0000,0.120950
上证指数,2023-10-12,sh.000001,3101.7051,3109.9898,3092.1771,3107.9007,3078.9556,27482799800,325865894368.3000,0.940095
上证指数,2023-10-13,sh.000001,3091.9972,3094.9153,3080.5481,3088.0991,3107.9007,25508523500,309538085325.0000,-0.637137
上证指数,2023-10-16,sh.000001,3091.0647,3091.1257,3063.6856,3073.8130,3088.0991,26388236300,314394203029.7000,-0.462618
上证指数,2023-10-17,sh.000001,3076.4283,3084.0725,3064.8897,3083.4964,3073.8130,25901958800,300026228452.2000,0.315029
上证指数,2023-10-18,sh.000001,3076.5796,3076.5796,3057.0588,3058.7098,3083.4964,26864715500,310306035777.2000,-0.803847
上证指数,2023-10-19,sh.000001,3043.1955,3043.1955,3004.7745,3005.3934,3058.7098,30403891000,355069176976.4000,-1.743101
上证指数,2023-10-20,sh.000001,2995.3575,3006.2746,2977.1731,2983.0585,3005.3934,26711359400,307388393327.2000,-0.743161
上证指数,2023-10-23,sh.000001,2969.7858,2973.6611,2923.5113,2939.2913,2983.0585,27890412800,304028962456.0000,-1.467192
上证指数,2023-10-24,sh.000001,2944.3105,2964.7605,2929.0883,2962.2437,2939.2913,31098538900,339902176878.0000,0.780882
上证指数,2023-10-25,sh.000001,2986.4066,2993.2951,2972.4177,2974.1135,2962.2437,33239200400,362846635549.2000,0.400703
上证指数,2023-10-26,sh.000001,2960.1038,2990.3277,2956.0060,2988.2992,2974.1135,29181451100,332258828044.6000,0.476972
上证指数,2023-10-27,sh.000001,2978.4026,3029.2101,2974.8802,3017.7842,2988.2992,32180371700,385692318100.0000,0.986682
上证指数,2023-10-30,sh.000001,3009.6104,3028.2641,3002.3477,3021.5534,3017.7842,36060423800,439587974769.6000,0.124900
上证指数,2023-10-31,sh.000001,3019.6460,3023.0014,3006.6088,3018.7706,3021.5534,31985996700,386277226427.2000,-0.092098
上证指数,2023-11-01,sh.000001,3038.1821,3038.3303,3013.9330,3023.0765,3018.7706,28011044500,347121456482.9000,0.142638
上证指数,2023-11-02,sh.000001,3028.6647,3038.6422,3009.1210,3009.4058,3023.0765,26879458100,311936400777.8000,-0.452212
上证指数,2023-11-03,sh.000001,3012.4654,3040.9807,3012.4654,3030.7977,3009.4058,26848634700,329300477501.0000,0.710835
上证指数,2023-11-06,sh.000001,3047.1301,3058.9891,3037.6941,3058.4105,3030.7977,37294963000,447638159948.7000,0.911074
上证指数,2023-11-07,sh.000001,3052.9202,3064.5771,3042.4689,3057.2697,3058.4105,32685345500,401065573919.0000,-0.037300
上证指数,2023-11-08,sh.000001,3051.1531,3062.9910,3037.2888,3052.3726,3057.2697,33567783400,415289260078.3000,-0.160179
上证指数,2023-11-09,sh.000001,3047.6532,3063.4674,3045.8336,3053.2792,3052.3726,31562176400,388556747091.5000,0.029701
上证指数,2023-11-10,sh.000001,3043.5585,3044.0007,3027.0878,3038.9699,3053.2792,28554649700,346913084540.0000,-0.468654
上证指数,2023-11-13,sh.000001,3044.0319,3048.6209,3028.1680,3046.5329,3038.9699,29043058800,344120017222.0000,0.248867
上证指数,2023-11-14,sh.000001,3046.8171,3059.5294,3044.4259,3056.0703,3046.5329,29484473300,358249840158.0000,0.313058
上证指数,2023-11-15,sh.000001,3077.0291,3080.1284,3064.3464,3072.8348,3056.0703,30425010700,389515977975.0000,0.548564
上证指数,2023-11-16,sh.000001,3066.8554,3071.4522,3050.9257,3050.9257,3072.8348,27107946000,329364382654.0000,-0.712993
上证指数,2023-11-17,sh.000001,3043.6170,3055.8561,3033.7472,3054.3655,3050.9257,26760639300,328568598825.4000,0.112746
上证指数,2023-11-20,sh.000001,3056.9268,3072.5134,3043.5148,3068.3191,3054.3655,28755699800,367109310168.3000,0.456841
上证指数,2023-11-21,sh.000001,3074.8281,3089.7738,3063.3449,3067.9328,3068.3191,33073310200,391558034861.5000,-0.012590
上证指数,2023-11-22,sh.000001,3060.4984,3067.9625,3043.6110,3043.6110,3067.9328,28905649000,330385482669.4000,-0.792775
上证指数,2023-11-23,sh.000001,3041.6779,3062.8665,3034.2969,3061.8562,3043.6110,27659205900,315612515641.0000,0.599459
上证指数,2023-11-24,sh.000001,3060.3306,3060.3306,3037.2012,3040.9717,3061.8562,28778841300,311509355931.7000,-0.682086
上证指数,2023-11-27,sh.000001,3038.1864,3038.3578,3015.0076,3031.7002,3040.9717,31051786800,350705835457.9000,-0.304886
上证指数,2023-11-28,sh.000001,3028.5983,3039.6945,3020.2306,3038.5545,3031.7002,26892074600,317303697729.3000,0.226088
上证指数,2023-11-29,sh.000001,3038.4641,3038.9767,3017.6611,3021.6874,3038.5545,27795644800,322141206078.7000,-0.555103
上证指数,2023-11-30,sh.000001,3021.1025,3030.9086,3013.7678,3029.6727,3021.6874,28294535700,326755696099.9000,0.264266
上证指数,2023-12-01,sh.000001,3027.3530,3035.7599,3010.2333,3031.6358,3029.6727,28608970000,335547176425.7000,0.064796
上证指数,2023-12-04,sh.000001,3033.2980,3038.9794,3022.3477,3022.9138,3031.6358,28816205300,344279695966.6000,-0.287699
上证指数,2023-12-05,sh.000001,3017.0102,3017.0102,2972.2959,2972.2959,3022.9138,29394327800,340454488082.6000,-1.674474
上证指数,2023-12-06,sh.000001,2966.9475,2985.3143,2959.6030,2968.9334,2972.2959,29410418700,336218906356.4000,-0.113128
上证指数,2023-12-07,sh.000001,2965.6523,2976.0148,2949.1438,2966.2061,2968.9334,29624368700,348039623969.4000,-0.091861
上证指数,2023-12-08,sh.000001,2965.3901,2980.8344,2962.3270,2969.5594,2966.2061,36913870500,423492311947.3000,0.113050
上证指数,2023-12-11,sh.000001,2956.2905,2995.6698,2930.4220,2991.4385,2969.5594,36021634400,405351583216.2000,0.736779
上证指数,2023-12-12,sh.000001,2986.3282,3003.7455,2980.4462,3003.4378,2991.4385,28763876200,333170576418.7000,0.401121
上证指数,2023-12-13,sh.000001,2997.3358,2997.3358,2968.7606,2968.7606,3003.4378,28275409800,331476614720.7000,-1.154584
上证指数,2023-12-14,sh.000001,2979.6990,2986.1773,2958.0660,2958.9856,2968.7606,27145765000,312658124559.8000,-0.329262
上证指数,2023-12-15,sh.000001,2966.3015,2976.3094,2940.0266,2942.5568,2958.9856,28932764200,322083690788.2000,-0.555217
上证指数,2023-12-18,sh.000001,2936.5751,2951.1479,2924.3254,2930.8036,2942.5568,29308699900,304915892999.5000,-0.399421
上证指数,2023-12-19,sh.000001,2928.7631,2940.5014,2914.1253,2932.3908,2930.8036,26592698000,283234126181.9000,0.054156
上证指数,2023-12-20,sh.000001,2932.1186,2937.1011,2902.0395,2902.1096,2932.3908,26556245400,290838402139.4000,-1.032645
上证指数,2023-12-21,sh.000001,2892.0201,2924.2562,2882.0195,2918.7149,2902.1096,28254182700,315943775543.6000,0.572180
上证指数,2023-12-22,sh.000001,2919.2879,2935.7002,2906.5094,2914.7752,2918.7149,29662836700,327498019580.5000,-0.134981
上证指数,2023-12-25,sh.000001,2909.8751,2920.6323,2903.9870,2918.8126,2914.7752,22981417800,261487251019.0000,0.138515
上证指数,2023-12-26,sh.000001,2917.9708,2917.9708,2892.8373,2898.8787,2918.8126,22814085500,260220552772.7000,-0.682946
上证指数,2023-12-27,sh.000001,2900.1491,2917.9564,2890.1650,2914.6138,2898.8787,24790088200,279048608009.4000,0.542800
上证指数,2023-12-28,sh.000001,2913.1096,2961.6476,2909.3886,2954.7035,2914.6138,33921311600,392449073493.3000,1.375472
上证指数,2023-12-29,sh.000001,2950.8372,2975.0319,2950.0173,2974.9348,2954.7035,29067268700,349002967266.4000,0.684715
上证指数,2024-01-02,sh.000001,2972.7750,2976.2682,2962.2762,2962.2762,2974.9348,30414179300,345950729194.6000,-0.425508
上证指数,2024-01-03,sh.000001,2957.1117,2971.2834,2953.2901,2967.2472,2962.2762,28545594500,321018391310.1000,0.167810
上证指数,2024-01-04,sh.000001,2965.5087,2966.6828,2936.6347,2954.3486,2967.2472,26498092400,296291346878.8000,-0.434699
上证指数,2024-01-05,sh.000001,2949.8221,2967.9677,2916.7206,2929.1833,2954.3486,30104023900,325917001164.6000,-0.851805
上证指数,2024-01-08,sh.000001,2923.4570,2924.4559,2887.5379,2887.5379,2929.1833,27027505500,290730589588.8000,-1.421741
上证指数,2024-01-09,sh.000001,2887.1095,2900.7266,2878.4123,2893.2513,2887.5379,26295597500,294446373682.5000,0.197864
上证指数,2024-01-10,sh.000001,2886.9807,2903.1621,2870.4155,2877.7023,2893.2513,24404652600,281192192419.3000,-0.537423
上证指数,2024-01-11,sh.000001,2873.7982,2896.1788,2867.7223,2886.6502,2877.7023,26705076400,298552532937.0000,0.310939
上证指数,2024-01-12,sh.000001,2880.0399,2904.1743,2878.8752,2881.9769,2886.6502,26160293100,282877466332.8000,-0.161894
上证指数,2024-01-15,sh.000001,2872.5562,2904.4643,2869.2236,2886.2908,2881.9769,24461123600,269229737081.5000,0.149685
上证指数,2024-01-16,sh.000001,2881.5602,2896.6830,2861.1302,2893.9886,2886.2908,28628671400,300837919168.5000,0.266702
上证指数,2024-01-17,sh.000001,2887.2917,2887.4893,2833.6152,2833.6152,2893.9886,26125130800,283073939817.7000,-2.086166
上证指数,2024-01-18,sh.000001,2822.6672,2849.2559,2760.9780,2845.7839,2833.6152,39039685500,400709904734.2000,0.429441
上证指数,2024-01-19,sh.000001,2836.9749,2849.8755,2822.8434,2832.2793,2845.7839,26666438800,296717043828.4000,-0.474548
上证指数,2024-01-22,sh.000001,2826.5034,2828.3202,2735.3721,2756.3399,2832.2793,35016575800,359918989570.1000,-2.681212
上证指数,2024-01-23,sh.000001,2746.8923,2784.8407,2724.1573,2770.9763,2756.3399,30874941700,312191330216.9000,0.531009
上证指数,2024-01-24,sh.000001,2782.1415,2823.6953,2743.3971,2820.7719,2770.9763,36907060000,357316181644.3000,1.797042
上证指数,2024-01-25,sh.000001,2823.8259,2906.7940,2821.7093,2906.1087,2820.7719,44200904500,437679811285.5000,3.025300
上证指数,2024-01-26,sh.000001,2897.9149,2924.3065,2890.4819,2910.2227,2906.1087,42110908400,402400231262.6000,0.141564
上证指数,2024-01-29,sh.000001,2910.6072,2923.8992,2883.3327,2883.3560,2910.2227,41058131100,397014731369.9000,-0.923184
上证指数,2024-01-30,sh.000001,2866.2795,2881.3468,2829.2498,2830.5266,2883.3560,33566122600,329254005891.9000,-1.832219
上证指数,2024-01-31,sh.000001,2815.5042,2834.0110,2782.5869,2788.5482,2830.5266,37710396500,355636999833.5000,-1.483060
上证指数,2024-02-01,sh.000001,2773.4239,2805.0146,2752.7824,2770.7403,2788.5482,35288918500,337547960520.8000,-0.638608
上证指数,2024-02-02,sh.000001,2773.2949,2791.6756,2666.3335,2730.1520,2770.7403,42623019900,392661142297.9000,-1.464890
上证指数,2024-02-05,sh.000001,2716.0810,2739.7383,2635.0897,2702.1850,2730.1520,47899029200,424877418268.6000,-1.024375
上证指数,2024-02-06,sh.000001,2680.4846,2802.9312,2669.6732,2789.4860,2702.1850,50284931300,441215054098.9000,3.230756
上证指数,2024-02-07,sh.000001,2791.5145,2829.6956,2770.5293,2829.6956,2789.4860,54711743900,495919878083.4000,1.441470
上证指数,2024-02-08,sh.000001,2832.4855,2867.4738,2827.9020,2865.9032,2829.6956,53110889300,482939732024.6000,1.279558
上证指数,2024-02-19,sh.000001,2886.5871,2910.5440,2867.7103,2910.5440,2865.9032,45896770400,442148454574.5000,1.557652
上证指数,2024-02-20,sh.000001,2902.8765,2927.3080,2887.4741,2922.7302,2910.5440,35013873500,357057491972.6000,0.418691
上证指数,2024-02-21,sh.000001,2906.0243,2994.6149,2898.0496,2950.9556,2922.7302,44424546300,450922050718.1000,0.965720
上证指数,2024-02-22,sh.000001,2945.4465,2988.3578,2944.4988,2988.3578,2950.9556,35413253600,365264217873.3000,1.267461
上证指数,2024-02-23,sh.000001,2992.9115,3009.1359,2979.9728,3004.8810,2988.3578,38008327000,398232220674.3000,0.552919
上证指数,2024-02-26,sh.000001,3002.1179,3009.4790,2967.0571,2977.0221,3004.8810,40902655800,427564895756.7000,-0.927122
上证指数,2024-02-27,sh.000001,2966.4166,3015.4807,2961.1479,3015.4807,2977.0221,37298468700,412614978516.7000,1.291848
上证指数,2024-02-28,sh.000001,3016.2555,3031.4881,2957.8524,2957.8524,3015.4807,54410909300,576555221675.0000,-1.911082
上证指数,2024-02-29,sh.000001,2943.6242,3015.1712,2943.6242,3015.1712,2957.8524,40969637400,452808746134.9000,1.937852
上证指数,2024-03-01,sh.000001,3013.8229,3032.2315,3003.7632,3027.0204,3015.1712,37913218400,442984248197.1000,0.392986
上证指数,2024-03-04,sh.000001,3026.6071,3040.3447,3007.6829,3039.3055,3027.0204,38776000200,461727516644.8000,0.405848
上证指数,2024-03-05,sh.000001,3027.1028,3052.5413,3022.1777,3047.7931,3039.3055,38350995500,458900476785.5000,0.279261
上证指数,2024-03-06,sh.000001,3041.7518,3060.5629,3034.3536,3039.9309,3047.7931,34098273900,401334635599.7000,-0.257964
上证指数,2024-03-07,sh.000001,3040.2111,3063.6924,3023.1177,3027.4013,3039.9309,37715439100,423391257039.7000,-0.412167
上证指数,2024-03-08,sh.000001,3026.1654,3049.1940,3016.9032,3046.0192,3027.4013,31920439200,370647474769.4000,0.614980
上证指数,2024-03-11,sh.000001,3042.6188,3068.4554,3035.4451,3068.4554,3046.0192,36160882100,427851361287.9000,0.736574
上证指数,2024-03-12,sh.000001,3068.1820,3075.1308,3044.8572,3055.9350,3068.4554,41574391400,494558502794.2000,-0.408036
上证指数,2024-03-13,sh.000001,3053.3413,3061.9510,3031.8985,3043.8346,3055.9350,36504745300,442453946274.1000,-0.395964
上证指数,2024-03-14,sh.000001,3042.4131,3059.9975,3020.6370,3038.2339,3043.8346,36407229000,436338838339.8000,-0.184001
上证指数,2024-03-15,sh.000001,3031.5229,3056.4473,3023.2152,3054.6359,3038.2339,36026846300,405917703990.6000,0.539853
上证指数,2024-03-18,sh.000001,3057.2093,3085.3124,3055.9221,3084.9262,3054.6359,40665350800,485520636502.6000,0.991617
上证指数,2024-03-19,sh.000001,3077.9805,3090.0459,3062.6279,3062.7558,3084.9262,38412368000,446930657774.1000,-0.718669
上证指数,2024-03-20,sh.000001,3058.6478,3081.7547,3056.6450,3079.6859,3062.7558,34918772900,407432569665.8000,0.552773
上证指数,2024-03-21,sh.000001,3084.4116,3090.0513,3069.2720,3077.1130,3079.6859,36687796800,437634616255.6000,-0.083544
上证指数,2024-03-22,sh.000001,3070.5481,3073.2058,3027.7615,3048.0336,3077.1130,39474048600,456762466559.5000,-0.945022
上证指数,2024-03-25,sh.000001,3040.5010,3065.2611,3026.3055,3026.3055,3048.0336,38748538900,443472341342.3000,-0.712856
上证指数,2024-03-26,sh.000001,3026.9218,3036.4939,3006.2597,3031.4809,3026.3055,34592878700,396410716143.3000,0.171014
上证指数,2024-03-27,sh.000001,3026.8138,3030.4495,2993.1388,2993.1388,3031.4809,34319801000,376242896147.0000,-1.264798
上证指数,2024-03-28,sh.000001,2988.5899,3033.3666,2984.1201,3010.6636,2993.1388,35320002600,392929088720.4000,0.585499
上证指数,2024-03-29,sh.000001,3008.3757,3041.2978,3008.1672,3041.1669,3010.6636,33482278500,364571210090.1000,1.013175
上证指数,2024-04-01,sh.000001,3049.0207,3078.4883,3049.0207,3077.3786,3041.1669,37539364000,420902006773.4000,1.190717
上证指数,2024-04-02,sh.000001,3076.8752,3085.5365,3063.9808,3074.9586,3077.3786,36730426200,396705813294.9000,-0.078638
上证指数,2024-04-03,sh.000001,3074.8929,3079.0200,3057.3972,3069.2959,3074.9586,36321138000,392704394040.9000,-0.184155
